question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct,estimated_fee,slippage_buffer,total_estimated_costs,net_profit,net_roi_pct,profitable_before_costs,profitable_after_costs,profit_per_dollar,break_even_gap,net_profit_rank,net_roi_rank,research_rank
Will Jon Ossoff win the 2028 Democratic presidential nomination?,70071592420137476676935286377781779672157004436137616627487590484756055232944,107829893465244243112531790315844862173967342141753896250561816305880797209350,50,fully_filled,8.6,41.45,50.05,0.172,0.829,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,50,fully_filled,5.800000000000001,44.25,50.05,0.116,0.885,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Michelle Obama win the 2028 Democratic presidential nomination?,83723134981785004242996949681785273460678873813693556756054904164484296299719,107146110974011455665373243296921398136854344089489911087344946921091914123046,50,fully_filled,0.15,49.9,50.05,0.003,0.998,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,50,fully_filled,0.4,49.65,50.05,0.008,0.993,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,50,fully_filled,1.35,48.7,50.05,0.027,0.974,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,57761428076807364758801249497410455358987881775226117256631754592198558850468,64300336035644500626313522990854070672468621241744347587785777226296613235598,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,50,fully_filled,1.55,48.5,50.05,0.031,0.97,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will J.B. Pritzker win the 2028 Democratic presidential nomination?,103988345069738240821107916249290759786442703283901164377120414690701074137717,108650988487983371520585351370999192979899647080710024226285750050382033453124,50,fully_filled,0.65,49.4,50.05,0.013,0.988,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,50,fully_filled,7.8,42.25,50.05,0.156,0.845,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Raphael Warnock win the 2028 Democratic presidential nomination?,52310257194926233099477326083312959938983447523839326865869372741334281264830,88403451835230950222119400360490338078378790763472355557584611572247419676051,50,fully_filled,0.3,49.75,50.05,0.006,0.995,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,50,fully_filled,1.55,48.5,50.05,0.031,0.97,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,50,fully_filled,0.5499999999999999,49.5,50.05,0.011,0.99,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,70,2,36.0
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,100,fully_filled,0.5,99.6,100.1,0.005,0.996,-0.0999999999999943,-0.0999000999000942,1.001,0.2002,1.2011999999999998,-1.301199999999994,-1.299900099900094,False,False,-0.0129990009990009,-1.299900099900094,139,2,70.5
