timestamp,question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,combined_yes_no_ask,gross_edge,fee_cost,slippage_cost,total_cost,net_edge,qualified_opportunity,status,error,previous_timestamp,previous_yes_ask,previous_no_ask,previous_gross_edge,time_delta_seconds,yes_ask_change,no_ask_change,gross_edge_change,yes_ask_change_bps,no_ask_change_bps,gross_edge_change_bps,yes_direction,no_direction,edge_direction,edge_improvement,edge_deterioration,gross_edge_positive,net_edge_positive
2026-09-21 15:58:59.490872+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:57:42.904161+00:00,0.039,0.962,-0.0009999999999998,76.586711,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 16:00:15.543046+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 15:58:59.490872+00:00,0.039,0.962,-0.0009999999999998,76.052174,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 16:01:33.419186+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 16:00:15.543046+00:00,0.039,0.962,-0.0009999999999998,77.87614,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 16:02:50.705875+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 16:01:33.419186+00:00,0.039,0.962,-0.0009999999999998,77.286689,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 16:04:08.516522+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 16:02:50.705875+00:00,0.039,0.962,-0.0009999999999998,77.810647,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 13:38:49.989284+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,,,,,,,,,,,,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:16:19.862789+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 13:38:49.989284+00:00,0.002,0.999,-0.0009999999999998,2249.873505,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:17:37.763123+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:16:19.862789+00:00,0.002,0.999,-0.0009999999999998,77.900334,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:18:55.627744+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:17:37.763123+00:00,0.002,0.999,-0.0009999999999998,77.864621,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:20:15.512988+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:18:55.627744+00:00,0.002,0.999,-0.0009999999999998,79.885244,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:21:34.116286+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:20:15.512988+00:00,0.002,0.999,-0.0009999999999998,78.603298,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:22:53.301346+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:21:34.116286+00:00,0.002,0.999,-0.0009999999999998,79.18506,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:24:10.978424+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:22:53.301346+00:00,0.002,0.999,-0.0009999999999998,77.677078,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:25:31.694745+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:24:10.978424+00:00,0.002,0.999,-0.0009999999999998,80.716321,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:26:50.739506+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:25:31.694745+00:00,0.002,0.999,-0.0009999999999998,79.044761,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
2026-09-21 14:28:08.785755+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,0.001,0.001,0.002,-0.0029999999999998,False,NO_OPPORTUNITY,,2026-09-21 14:26:50.739506+00:00,0.002,0.999,-0.0009999999999998,78.046249,0.0,0.0,0.0,0.0,0.0,0.0,UNCHANGED,UNCHANGED,UNCHANGED,False,False,False,False
