timestamp,question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,combined_yes_no_ask,gross_edge,complete_orderbook,error,yes_spread,no_spread,yes_mid,no_mid,yes_relative_spread,no_relative_spread,combined_spread,execution_cost,execution_cost_bps,gross_edge_bps,midpoint_sum,midpoint_deviation,price_complement_error,arbitrage_available
2026-09-21T13:01:10.610699+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:01:10.610699+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:01:10.610699+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:01:10.610699+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:01:10.610699+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:02:17.082810+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:02:17.082810+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:02:17.082810+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:02:17.082810+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:02:17.082810+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:02:48.174450+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:02:48.174450+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:02:48.174450+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:02:48.174450+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:02:48.174450+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:03:19.269367+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:03:19.269367+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:03:19.269367+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:03:19.269367+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:03:19.269367+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:13:47.832266+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:13:47.832266+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:13:47.832266+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:13:47.832266+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:13:47.832266+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:14:30.157252+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:14:30.157252+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:14:30.157252+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:14:30.157252+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:14:30.157252+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Xi Jinping out before 2027?,32338220190071351435772801779725302244575775216413325951443816017994629993401,25659310674993675562345759665114759892400026242514633218387667107987341231962,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0385,0.9615,0.025974025974025997,0.0010400416016640675,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,0.155,0.156,0.844,0.845,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.1555,0.8445,0.006430868167202578,0.0011841326228537606,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,107064985435494333113391038470401719113272800530429703182710416066774068907304,65176072261324737856085688071627118509549293922582857186996392180609764586527,0.182,0.184,0.816,0.818,1.002,-0.002,True,,0.0020000000000000018,0.0020000000000000018,0.183,0.817,0.01092896174863389,0.002447980416156673,0.0040000000000000036,0.0020000000000000018,20.000000000000018,-20.0,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,91031279171981959197361710127213577102576826515163085396576756946418341946256,18494065527924073750217237765784380365430319396356251245973222791140100738948,0.052,0.053,0.947,0.948,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0525,0.9475,0.019047619047619067,0.0010554089709762541,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Josh Shapiro win the 2028 Democratic presidential nomination?,71169839497420596285841847514123589847893415750912355173877524195175834054354,55290827599553280245963175724940496753557722439999671239772487781170052583987,0.057,0.058,0.942,0.943,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0575,0.9424999999999999,0.0173913043478261,0.0010610079575596827,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Wes Moore win the 2028 Democratic presidential nomination?,90227223115596293448966158151606153337847900483048338623540402385929720677904,105134691322323565615831879054043168027913414000042547943201361115853277749482,0.017,0.018,0.982,0.983,1.001,-0.0009999999999998,True,,0.0009999999999999974,0.0010000000000000009,0.0175,0.9824999999999999,0.05714285714285699,0.0010178117048346067,0.0019999999999999983,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,60590045489347122735554346200880179420435533609307820342798544098823516727807,76005700027045000587004110133818166617024719626220722682005164003117993034812,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998,True,,0.001,0.0010000000000000009,0.0015,0.9984999999999999,0.6666666666666666,0.001001502253380071,0.002000000000000001,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Kamala Harris win the 2028 Democratic presidential nomination?,38171024903091354977195167437673496224420673639143973968032407064172828043588,26930844951471612827925270830087046333229637930899178134435055616497220846773,0.088,0.089,0.911,0.912,1.001,-0.0010000000000001,True,,0.0010000000000000009,0.0010000000000000009,0.0885,0.9115,0.011299435028248598,0.001097092704333517,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-10.000000000001,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,57761428076807364758801249497410455358987881775226117256631754592198558850468,64300336035644500626313522990854070672468621241744347587785777226296613235598,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998,True,,0.001,0.0010000000000000009,0.0045000000000000005,0.9955,0.2222222222222222,0.0010045203415369169,0.002000000000000001,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Andy Beshear win the 2028 Democratic presidential nomination?,26468656392978559668331516709623917078428425933265692717836103090220693717685,26335362363448644358593284423242327477307616743233875606762153873424287882825,0.025,0.026,0.974,0.975,1.001,-0.0009999999999998,True,,0.0009999999999999974,0.0010000000000000009,0.025500000000000002,0.9744999999999999,0.0392156862745097,0.001026167265264239,0.0019999999999999983,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Jon Ossoff win the 2028 Democratic presidential nomination?,70071592420137476676935286377781779672157004436137616627487590484756055232944,107829893465244243112531790315844862173967342141753896250561816305880797209350,0.171,0.172,0.828,0.829,1.001,-0.0009999999999998,True,,0.0009999999999999731,0.0010000000000000009,0.17149999999999999,0.8285,0.005830903790087307,0.0012070006035003029,0.001999999999999974,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Mark Cuban win the 2028 Democratic presidential nomination?,58378309871183461257693288827678410871907006920578755035402846056315798427503,55392527126713018429304496836617506663024188480522297953714346140749923557790,0.003,0.004,0.996,0.997,1.001,-0.0009999999999998,True,,0.001,0.0010000000000000009,0.0035,0.9964999999999999,0.2857142857142857,0.0010035122930255906,0.002000000000000001,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,103988345069738240821107916249290759786442703283901164377120414690701074137717,108650988487983371520585351370999192979899647080710024226285750050382033453124,0.012,0.013,0.987,0.988,1.001,-0.0009999999999998,True,,0.0009999999999999992,0.0010000000000000009,0.0125,0.9875,0.07999999999999993,0.0010126582278481022,0.002,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Raphael Warnock win the 2028 Democratic presidential nomination?,52310257194926233099477326083312959938983447523839326865869372741334281264830,88403451835230950222119400360490338078378790763472355557584611572247419676051,0.005,0.006,0.994,0.995,1.001,-0.0009999999999998,True,,0.001,0.0010000000000000009,0.0055,0.9944999999999999,0.18181818181818182,0.0010055304172951242,0.002000000000000001,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Cory Booker win the 2028 Democratic presidential nomination?,50887272939612765629559172143901565817521391945540156085421963433918821328137,29006371059590547574472177233842141554614007974283936149779962779213443973844,0.005,0.006,0.994,0.995,1.001,-0.0009999999999998,True,,0.001,0.0010000000000000009,0.0055,0.9944999999999999,0.18181818181818182,0.0010055304172951242,0.002000000000000001,0.0009999999999998899,9.999999999998899,-9.999999999998002,0.9999999999999999,-1.1102230246251565e-16,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Michelle Obama win the 2028 Democratic presidential nomination?,83723134981785004242996949681785273460678873813693556756054904164484296299719,107146110974011455665373243296921398136854344089489911087344946921091914123046,0.002,0.003,0.997,0.998,1.001,-0.0009999999999998,True,,0.001,0.0010000000000000009,0.0025,0.9975,0.4,0.0010025062656641613,0.002000000000000001,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
2026-09-21T13:20:45.439991+00:00,Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,0.03,0.031,0.969,0.97,1.001,-0.0009999999999998,True,,0.0010000000000000009,0.0010000000000000009,0.0305,0.9695,0.03278688524590167,0.0010314595152140288,0.0020000000000000018,0.0009999999999998899,9.999999999998899,-9.999999999998002,1.0,0.0,0.0,False
