timestamp,question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,combined_yes_no_ask,gross_edge,fee_cost,slippage_cost,total_cost,net_edge,qualified_opportunity,status,error
2026-09-21T17:32:39.519769+00:00,Will Raphael Warnock win the 2028 Democratic presidential nomination?,52310257194926233099477326083312959938983447523839326865869372741334281264830,88403451835230950222119400360490338078378790763472355557584611572247419676051,0.005,0.006,0.994,0.995,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:39.657106+00:00,Will Cory Booker win the 2028 Democratic presidential nomination?,50887272939612765629559172143901565817521391945540156085421963433918821328137,29006371059590547574472177233842141554614007974283936149779962779213443973844,0.005,0.006,0.994,0.995,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:39.783847+00:00,Will Tim Walz win the 2028 Democratic presidential nomination?,104464678880204778606895232389511543522030897731392516718349574106843434770446,90935594925886073322524509252821043048115343298080885997215308777385571383769,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:39.990672+00:00,Will Michelle Obama win the 2028 Democratic presidential nomination?,83723134981785004242996949681785273460678873813693556756054904164484296299719,107146110974011455665373243296921398136854344089489911087344946921091914123046,0.002,0.003,0.997,0.998,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:40.137571+00:00,Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,0.03,0.031,0.969,0.97,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:40.297235+00:00,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,0.018,0.019,0.981,0.982,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:40.502860+00:00,Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:40.643790+00:00,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,19323997520040734631220675039559156784534982703459512097490198935565229528445,111309365336519526711604102518316708823622751854213281307404397618571408959194,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:40.821569+00:00,Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:41.021195+00:00,Will John Fetterman win the 2028 Democratic presidential nomination?,71289010523270989807437428651002770360280908813019627976988032260868574107425,68686505966910102763700888296813272792512562699674656659355148432859571994559,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:41.153869+00:00,Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:41.332506+00:00,Will Jon Stewart win the 2028 Democratic presidential nomination?,58343456405874365460518182619380252930558598368174305791768670198253267891911,84566561349071752664514432513198569980219178901068420341175150225620958953893,0.003,0.004,0.996,0.997,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:41.530715+00:00,Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:41.686320+00:00,Will Hillary Clinton win the 2028 Democratic presidential nomination?,6349038249650226718426900942104344803413105653564595362433352811865798195800,57931882677606943294773135604094039468334392354204920135953322654005083822055,0.002,0.004,0.996,0.998,1.002,-0.0020000000000000018,0.001,0.001,0.002,-0.004000000000000002,False,NO_OPPORTUNITY,
2026-09-21T17:32:41.837379+00:00,Will Liz Cheney win the 2028 Democratic presidential nomination?,41340056280794024415573839406074658402877379128871144681466050648033201160259,63802361760137863513735993346883582181207639895442036953936089060482564982249,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:42.037004+00:00,Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:42.162682+00:00,Will Phil Murphy win the 2028 Democratic presidential nomination?,81633484456710374417231462107666791993850637546563366185897100962157481970040,114507466536734360808195115190160357255467689128176113085692265197019898971527,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:42.294670+00:00,Will LeBron James win the 2028 Democratic presidential nomination?,100561779829530520068956424581003844045516012444425572625523659025114550346085,46254744034025107660239982269249567113656697231872036621777316158933638064598,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:42.480874+00:00,Will Hunter Biden win the 2028 Democratic presidential nomination?,11343337042526652606304508556838778144915122118685013460142819817079620240439,19117858613830240204442128472263675815111662346578092643025820800380629933012,0.004,0.006,0.994,0.996,1.002,-0.0020000000000000018,0.001,0.001,0.002,-0.004000000000000002,False,NO_OPPORTUNITY,
2026-09-21T17:32:42.631237+00:00,Will George Clooney win the 2028 Democratic presidential nomination?,48218088132821386640274752564592889805082274744128282833036735027928992155024,5645396948464928632054207670692862818297222862819597089648758232622731040046,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:42.793780+00:00,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,46211769122513729244602558513001215391004042100934296321661285791281233261657,76057920052421891902791411567177996435483774677774664174053982044923692373687,0.006,0.008,0.992,0.994,1.002,-0.0020000000000000018,0.001,0.001,0.002,-0.004000000000000002,False,NO_OPPORTUNITY,
2026-09-21T17:32:42.926948+00:00,Will MrBeast win the 2028 Democratic presidential nomination?,51035537065442638321333063915918274102446051033989435618245745345113522914516,93910251767329056141706007839545721784238465183449597462421810827705938093892,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:43.122439+00:00,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,0.011,0.012,0.988,0.989,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:43.266990+00:00,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:43.414915+00:00,Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:43.592717+00:00,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:43.722631+00:00,Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:43.861244+00:00,Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:44.053937+00:00,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:44.221937+00:00,Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:44.359834+00:00,Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,0.013,0.014,0.986,0.987,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:44.498606+00:00,Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,0.024,0.025,0.975,0.976,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:44.711892+00:00,Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:44.857241+00:00,Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:44.990324+00:00,Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:45.167021+00:00,Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:45.326806+00:00,Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:45.455781+00:00,Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:45.682512+00:00,Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:45.809296+00:00,"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,0.038,0.039,0.961,0.962,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:45.944834+00:00,Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,0.206,0.207,0.793,0.794,1.0010000000000001,-0.001000000000000112,0.001,0.001,0.002,-0.003000000000000112,False,NO_OPPORTUNITY,
2026-09-21T17:32:46.079027+00:00,Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,0.082,0.083,0.917,0.918,1.0010000000000001,-0.001000000000000112,0.001,0.001,0.002,-0.003000000000000112,False,NO_OPPORTUNITY,
2026-09-21T17:32:46.286319+00:00,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,0.13,0.131,0.869,0.87,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:46.420485+00:00,Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,0.026,0.027,0.973,0.974,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:46.543592+00:00,Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,0.03,0.031,0.969,0.97,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:46.745902+00:00,Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,0.088,0.089,0.911,0.912,1.0010000000000001,-0.001000000000000112,0.001,0.001,0.002,-0.003000000000000112,False,NO_OPPORTUNITY,
2026-09-21T17:32:46.878995+00:00,Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,0.008,0.009,0.991,0.992,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:47.034997+00:00,Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,0.003,0.004,0.996,0.997,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:47.227875+00:00,Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,0.01,0.011,0.989,0.99,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:47.383561+00:00,Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:47.515379+00:00,Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,0.046,0.047,0.953,0.954,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:47.723922+00:00,Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:47.848135+00:00,Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:47.989860+00:00,Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:48.120248+00:00,Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,0.011,0.018,0.982,0.989,1.007,-0.006999999999999895,0.001,0.001,0.002,-0.008999999999999895,False,NO_OPPORTUNITY,
2026-09-21T17:32:48.331077+00:00,Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:48.481765+00:00,Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:48.636223+00:00,Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,0.016,0.02,0.98,0.984,1.004,-0.0040000000000000036,0.001,0.001,0.002,-0.006000000000000004,False,NO_OPPORTUNITY,
2026-09-21T17:32:48.838627+00:00,Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:48.976498+00:00,Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:49.118099+00:00,Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,0.003,0.005,0.995,0.997,1.002,-0.0020000000000000018,0.001,0.001,0.002,-0.004000000000000002,False,NO_OPPORTUNITY,
2026-09-21T17:32:49.298855+00:00,Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:49.451035+00:00,Will LeBron James win the 2028 US Presidential Election?,39223330966352513418907732239455948906399882924787587183466504819170775983376,50862799703982327636174441241062907649998751737045006653560124656563256528691,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:49.586719+00:00,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,76252402837334795047528042167618984089231134882494719641438604550246396692717,82779978600617806806814031291287454099780828258739355925042203335968508676880,0.014,0.015,0.985,0.986,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:49.727676+00:00,Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,0.015,0.016,0.984,0.985,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:49.936746+00:00,Will Kim Kardashian win the 2028 US Presidential Election?,24863363384036117015867671383779186335047493791693657275104567365292353535818,44632793419668141561343859504077903947361590865219599333832862239708628173864,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:50.092203+00:00,Will Ivanka Trump win the 2028 US Presidential Election?,40932864651005132434669457369564353816786330205469778285035893634458129671101,56215025902031889702122383201324191240581604266667334383154318117703136383150,0.004,0.006,0.994,0.996,1.002,-0.0020000000000000018,0.001,0.001,0.002,-0.004000000000000002,False,NO_OPPORTUNITY,
2026-09-21T17:32:50.345367+00:00,Will Zohran Mamdani win the 2028 US Presidential Election?,94621929236241392639802280031607240386237812521756048982107414565863464212526,37476438367629084207797870684242875797541797912993121111059056752005821579571,,0.001,0.999,,,,,,,,False,INCOMPLETE,missing_no_ask
2026-09-21T17:32:50.482942+00:00,Will Michelle Obama win the 2028 US Presidential Election?,88521269813605705303364598280494261510300497312149869577251450871617962933121,1970496541508335019913900195809032484597886384784144327835472760880523550630,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:50.632866+00:00,Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,0.004,0.005,0.995,0.996,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
2026-09-21T17:32:50.782354+00:00,Will Ro Khanna win the 2028 US Presidential Election?,45264462342307496826883801236629887275526404999716050689931105511159370296978,21034003091803474219272633665814818485285721473911024023600356649009960505229,0.009,0.011,0.989,0.991,1.002,-0.0020000000000000018,0.001,0.001,0.002,-0.004000000000000002,False,NO_OPPORTUNITY,
2026-09-21T17:32:50.988200+00:00,Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,0.01,0.011,0.989,0.99,1.001,-0.0009999999999998899,0.001,0.001,0.002,-0.00299999999999989,False,NO_OPPORTUNITY,
