question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct,estimated_fee,slippage_buffer,total_estimated_costs,net_profit,net_roi_pct,profitable_before_costs,profitable_after_costs,profit_per_dollar,break_even_gap,net_profit_rank,net_roi_rank,research_rank
Will Michelle Obama win the 2028 Democratic presidential nomination?,83723134981785004242996949681785273460678873813693556756054904164484296299719,107146110974011455665373243296921398136854344089489911087344946921091914123046,10,fully_filled,0.03,9.98,10.01,0.003,0.998,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Barack Obama win the 2028 Democratic presidential nomination?,88927218779847397120407909832537568114340511586397698395193736044476021744522,93993883668914241189795812807312922412111034935516092303580333564217329905759,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,10,fully_filled,0.31,9.7,10.01,0.031,0.97,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Rahm Emanuel win the 2028 Democratic presidential nomination?,10521981432803570450946212503203364998108630328528216082760514453664705157397,91949042216127305292438280992722171735754548787382833799906976841509942727662,10,fully_filled,0.19,9.82,10.01,0.019,0.982,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,10,fully_filled,0.47,9.54,10.01,0.047,0.954,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Jared Polis win the 2028 Democratic presidential nomination?,42119164854283656238382173699154739480090965550328051492328192273011556335098,39150381508679235943386404690610035044747196600759141560840372170757042543675,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Gina Raimondo win the 2028 Democratic presidential nomination?,35165603539035270209469650915267170915291414186795231160733227083640059691764,82254794773423437491598574581796732934760602553828664932786984448280136473130,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Roy Cooper win the 2028 Democratic presidential nomination?,30732552320006664177902085971957467957450485111214036633872573588757974348601,55053374667733007627913689484290555932799177921000957543346276204775142445823,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Stephen A. Smith win the 2028 Democratic presidential nomination?,60590045489347122735554346200880179420435533609307820342798544098823516727807,76005700027045000587004110133818166617024719626220722682005164003117993034812,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,40963724357262746498642320898188195118391211877976821531149510360187173789737,14959910401705469574520698331840889689202579612030624016640567510369602599866,10,fully_filled,0.12,9.89,10.01,0.012,0.989,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,10,fully_filled,0.8300000000000001,9.18,10.01,0.083,0.918,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,10,fully_filled,0.08,9.93,10.01,0.008,0.993,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,10,fully_filled,0.25,9.76,10.01,0.025,0.976,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Elissa Slotkin win the 2028 US Presidential Election?,48603794625473459817558518297806850992009615470611080215039575427157653927669,52728319505612554616109154570709065358779880697251731838206843628919066236833,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,10,fully_filled,1.16,8.85,10.01,0.116,0.885,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,10,fully_filled,0.14,9.87,10.01,0.014,0.987,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,10,fully_filled,1.56,8.45,10.01,0.156,0.845,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Thomas Massie win the 2028 US Presidential Election?,89071282556584199015490241074221756662667488270789034763702585258138302536112,18620821165547265880582330532076859546462061138941862890257010665389427790094,10,fully_filled,0.1099999999999999,9.9,10.01,0.011,0.99,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Wes Moore win the 2028 Democratic presidential nomination?,90227223115596293448966158151606153337847900483048338623540402385929720677904,105134691322323565615831879054043168027913414000042547943201361115853277749482,10,fully_filled,0.18,9.83,10.01,0.018,0.983,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.0099999999999997,-0.0999000999000977,0.1001,0.02002,0.1201199999999999,-0.1301199999999996,-1.2999000999000967,False,False,-0.012999000999000958,-1.2999000999000967,2,55,28.5
Will Bernie Sanders win the 2028 Democratic presidential nomination?,113510300123120868861281132282742729065975487298059944817273881893086209196585,3444964147133304300560138317203877470064591148213906708394693248804691192318,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,50,fully_filled,2.35,47.7,50.05,0.047,0.954,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Michelle Obama win the 2028 Democratic presidential nomination?,83723134981785004242996949681785273460678873813693556756054904164484296299719,107146110974011455665373243296921398136854344089489911087344946921091914123046,50,fully_filled,0.15,49.9,50.05,0.003,0.998,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Cory Booker win the 2028 Democratic presidential nomination?,50887272939612765629559172143901565817521391945540156085421963433918821328137,29006371059590547574472177233842141554614007974283936149779962779213443973844,50,fully_filled,0.3,49.75,50.05,0.006,0.995,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,50,fully_filled,0.5499999999999999,49.5,50.05,0.011,0.99,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Mark Kelly win the 2028 Democratic presidential nomination?,92325249719485031139867422012514654102580961954747753469470405147070256604118,5116999494213083595175041146469973274436003044730013359502912125889113751080,50,fully_filled,1.55,48.5,50.05,0.031,0.97,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Raphael Warnock win the 2028 Democratic presidential nomination?,52310257194926233099477326083312959938983447523839326865869372741334281264830,88403451835230950222119400360490338078378790763472355557584611572247419676051,50,fully_filled,0.3,49.75,50.05,0.006,0.995,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Gavin Newsom win the 2028 Democratic presidential nomination?,54533043819946592547517511176940999955633860128497669742211153063842200957669,87854174148074652060467921081181402357467303721471806610111179101805869578687,50,fully_filled,7.8,42.25,50.05,0.156,0.845,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will J.B. Pritzker win the 2028 Democratic presidential nomination?,103988345069738240821107916249290759786442703283901164377120414690701074137717,108650988487983371520585351370999192979899647080710024226285750050382033453124,50,fully_filled,0.65,49.4,50.05,0.013,0.988,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,50,fully_filled,1.55,48.5,50.05,0.031,0.97,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,57761428076807364758801249497410455358987881775226117256631754592198558850468,64300336035644500626313522990854070672468621241744347587785777226296613235598,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,50,fully_filled,1.35,48.7,50.05,0.027,0.974,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will James Talarico win the 2028 US Presidential Election?,92909595831677784305960426832337551335132297174712723670055008600724483830120,26699870693127605012594021642110712356790266877635966965879322906179628109191,50,fully_filled,0.4,49.65,50.05,0.008,0.993,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Jamie Dimon win the 2028 US Presidential Election?,23692929455124171734375794579007643086071570310019729232490607671061438183936,30050897091642315762983745166096629857367320723415212749446858994810226049012,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Jon Ossoff win the 2028 US Presidential Election?,110102705199530588976777616718115948005824665233400132417374621750887344831757,98394838816403247684221016468696784125095120854407803889228262583112436699261,50,fully_filled,5.800000000000001,44.25,50.05,0.116,0.885,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Jon Ossoff win the 2028 Democratic presidential nomination?,70071592420137476676935286377781779672157004436137616627487590484756055232944,107829893465244243112531790315844862173967342141753896250561816305880797209350,50,fully_filled,8.6,41.45,50.05,0.172,0.829,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,50,fully_filled,6.550000000000001,43.5,50.05,0.131,0.87,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
Will Tucker Carlson win the 2028 US Presidential Election?,45015916581148592087728250896178171120552786117190685135618507471166113474733,5353194854864999214467212176625447374807704051407621946584152368216621932371,50,fully_filled,0.8,49.25,50.05,0.016,0.985,-0.0499999999999971,-0.0999000999000942,0.5005,0.1001,0.6005999999999999,-0.650599999999997,-1.299900099900094,False,False,-0.01299900099900094,-1.299900099900094,70,2,36.0
